Local Agent Code,Clearance No,Clearance Date,Clearance Charge,Manufacture Name,Exporter,Country,Invoice No,Invoice Date,Type of Consignment ,Date of Arrival ,MOH Registered ,MOH Reg. No,HS Code,Trade Name,Generic Name,Batch No,Dosage,Strength/Volume,Pack Size,Per Pack Quantity,Manufacture Date,Expiry Date,Shelf Life ,Institution (Distribution),Institution Qty,Unit,Unit Price,Total Price,Currency,Free Qty,Net Qty,Remarks
OPP,4663,28-05-2018,,Roquette,Signet Chemical Corporation Pvt Ltd,India,SE-1819-05-005,05-05-2018,Pharmaceutical Excipient,,N,N,38249990,Lycasin 75/75,Maltitol Solution,E709P,,,,,Mar-18,Mar-23,61,0,3300,Kg,2.57,8481,USD,0,3300,
OPP,4667,28-05-2018,,DMV-Fonterra Excipients GmbH & Co,DFE Pharma,Germany,9004032233,26-05-2018,Pharmaceutical Excipient,,N,N,17021100,Super tab 21AN,Lactose,102DKN9,,,,,Mar-18,Feb-20,24,0,50,Kg,14.9,745,USD,0,50,
OPP,4667,28-05-2018,,DMV-Fonterra Excipients GmbH & Co,DFE Pharma,Germany,9004032233,26-05-2018,Pharmaceutical Excipient,,N,N,17021100,Pharmatose 150M,Milled lactose Monohydrate,1028F5J,,,,,Jan-18,Dec-20,36,0,50,Kg,8.4,420,USD,0,50,
OPP,4668,28-05-2018,,Arihant Innochem Pvt Ltd,Arihant Innochem Pvt Ltd,India,2018-19/01 EXP,30-04-2018,Pharmaceutical Excipient,,N,N,39123100,ECG-505,Calcium carboxy Methyl Cellulose,E7M511,,,,,Nov-17,Nov-20,37,0,60,Kg,63,3780,USD,0,60,
OPP,4669,28-05-2018,,Roquette,Signet Chemical Corporation Pvt Ltd,India,SE-1819-04-035,30-04-2018,Pharmaceutical Excipient,,N,N,29054300,Pearlitol 200 SD,"Mannitol, Spray Dried",ED67G,,,,,Jan-18,Jan-23,61,0,50,Kg,15,750,USD,0,50,
OPP,4796,30-05-2018,,Colorcon LTD,Colorcon LTD,England,585631,25-05-2018,Pharmaceutical Excipient,,N,N,32064970,Opadry II Pink,Opadry II Pink,DT674542,,,,,May-18,Apr-20,24,0,10,Kg,42.09,420.9,EUR,0,10,
OPP,2852,01-04-2018,,MITR PHL Sugar Corp.Ltd,Emad Trade House FZCO,Dubai,#IMP-763/11-18,25-03-2018,Pharmaceutical Excipient,08-04-2018,N,N,17019911,Refined Sugar,Refined Sugar,91217,,,,,Dec-17,Dec-19,25,0,5000,Kg,0.7,3500,USD,0,5000,
OPP,2853,01-04-2018,,Hikal Limited,Hikal Limited,India,#IMP-763/11-18,20-03-2018,Active Pharmaceutical Ingredient,19-04-2018,Y,3529,29224990,Gabapentin,Gabapentin,G71460618/008,,,,,Mar-18,Feb-21,36,0,850,Kg,44,37400,USD,0,850,
OPP,2853,01-04-2018,,Hikal Limited,Hikal Limited,India,#IMP-763/11-18,20-03-2018,Active Pharmaceutical Ingredient,19-04-2018,Y,3529,29224990,Gabapentin,Gabapentin,G71460618/008,,,,,Mar-18,Feb-21,36,0,17,Kg,44,748,USD,0,17,
OPP,2853,01-04-2018,,Hikal Limited,Hikal Limited,India,#IMP-763/11-18,20-03-2018,Active Pharmaceutical Ingredient,19-04-2018,Y,3529,29224990,Gabapentin,Gabapentin,G71460618/009,,,,,Mar-18,Feb-21,36,0,850,Kg,44,37400,USD,0,850,
OPP,2853,01-04-2018,,Hikal Limited,Hikal Limited,India,#IMP-763/11-18,20-03-2018,Active Pharmaceutical Ingredient,19-04-2018,Y,3529,29224990,Gabapentin,Gabapentin,G71460618/009,,,,,Mar-18,Feb-21,36,0,18,Kg,44,792,USD,0,18,
OPP,2853,01-04-2018,,Hikal Limited,Hikal Limited,India,#IMP-763/11-18,20-03-2018,Active Pharmaceutical Ingredient,19-04-2018,Y,3529,29224990,Gabapentin,Gabapentin,G71460618/012,,,,,Mar-18,Feb-21,36,0,850,Kg,44,37400,USD,0,850,
OPP,2853,01-04-2018,,Hikal Limited,Hikal Limited,India,#IMP-763/11-18,20-03-2018,Active Pharmaceutical Ingredient,19-04-2018,Y,3529,29224990,Gabapentin,Gabapentin,G71460618/012,,,,,Mar-18,Feb-21,36,0,17,Kg,44,748,USD,0,17,
OPP,2853,01-04-2018,,Hikal Limited,Hikal Limited,India,#IMP-763/11-18,20-03-2018,Active Pharmaceutical Ingredient,19-04-2018,Y,3529,29224990,Gabapentin,Gabapentin,G71460618/013,,,,,Mar-18,Feb-21,36,0,850,Kg,44,37400,USD,0,850,
OPP,2853,01-04-2018,,Hikal Limited,Hikal Limited,India,#IMP-763/11-18,20-03-2018,Active Pharmaceutical Ingredient,19-04-2018,Y,3529,29224990,Gabapentin,Gabapentin,G71460618/013,,,,,Mar-18,Feb-21,36,0,15,Kg,44,660,USD,0,15,
OPP,2853,01-04-2018,,Hikal Limited,Hikal Limited,India,#IMP-763/11-18,20-03-2018,Active Pharmaceutical Ingredient,19-04-2018,Y,3529,29224990,Gabapentin,Gabapentin,G71460618/016,,,,,Mar-18,Feb-21,36,0,850,Kg,44,37400,USD,0,850,
OPP,2853,01-04-2018,,Hikal Limited,Hikal Limited,India,#IMP-763/11-18,20-03-2018,Active Pharmaceutical Ingredient,19-04-2018,Y,3529,29224990,Gabapentin,Gabapentin,G71460618/016,,,,,Mar-18,Feb-21,36,0,15,Kg,44,660,USD,0,15,
OPP,2853,01-04-2018,,Hikal Limited,Hikal Limited,India,#IMP-763/11-18,20-03-2018,Active Pharmaceutical Ingredient,19-04-2018,Y,3529,29224990,Gabapentin,Gabapentin,G71460618/021,,,,,Mar-18,Feb-21,36,0,850,Kg,44,37400,USD,0,850,
OPP,2853,01-04-2018,,Hikal Limited,Hikal Limited,India,#IMP-763/11-18,20-03-2018,Active Pharmaceutical Ingredient,19-04-2018,Y,3529,29224990,Gabapentin,Gabapentin,G71460618/021,,,,,Mar-18,Feb-21,36,0,17,Kg,44,748,USD,0,17,
OPP,2854,01-04-2018,,Dr.Reddy's Laboratories Ltd,Dr.Reddy's Laboratories Ltd,India,OS3610028645,22-03-2018,Active Pharmaceutical Ingredient,02-04-2018,Y,1870,29214990,Terbinafine Hydrochloride Ph.Eur,Terbinafine Hydrochloride Ph.Eur,ACKH004172,,,,,Oct-17,Sep-21,48,0,17.1,Kg,220,3762,USD,0,17.1,
OPP,2879,01-04-2018,,USV Ltd,Tiefenbacher,Hamburg,VR18-900998,28-03-2018,Active Pharmaceutical Ingredient,02-04-2018,Y,5091,29252900,Metformin HCL,Metformin HCL,46008899,,,,,Mar-18,Feb-23,60,0,2400,Kg,10.31,24744,USD,0,2400,
OPP,2879,01-04-2018,,USV Ltd,Tiefenbacher,Hamburg,VR18-900998,28-03-2018,Active Pharmaceutical Ingredient,02-04-2018,Y,5091,29252900,Metformin HCL,Metformin HCL,46008900,,,,,Mar-18,Feb-23,60,0,600,Kg,10.31,6186,USD,0,600,
OPP,2880,01-04-2018,,Colorcon Ltd,Colorcon Ltd,England,582540,27-03-2018,Pharmaceutical Excipient,30-03-2018,N,N,32064970,Opadry yellow,Opadry yellow,DT672406,,,,,Mar-18,Mar-20,25,0,50,Kg,45.77,2288.5,EUR,0,50,
OPP,2880,01-04-2018,,Colorcon Ltd,Colorcon Ltd,England,582540,27-03-2018,Pharmaceutical Excipient,30-03-2018,N,N,32064970,Opadry yellow,Opadry yellow,DT672407,,,,,Mar-18,Mar-20,25,0,50,Kg,45.77,2288.5,EUR,0,50,
OPP,2881,01-04-2018,,Kopran Research Laboratories Limited,Kopran Research Laboratories Limited,India,BEXP-1718-479,27-03-2018,Active Pharmaceutical Ingredient,03-04-2018,Y,6449,29420027,Atenolol,Atenolol,ALA/P1803041,,,,,Mar-18,Feb-23,60,0,50,Kg,25.5,1275,USD,0,50,
OPP,2924,03-04-2018,,Ashland Industries Europe GmbH,Ashland Industries Europe GmbH,Switzerland,942999821,28-03-2018,Pharmaceutical Excipient,09-04-2018,N,N,39059990,Polyplasdone XL-10 DR,Polyplasdone XL-10 DR,2214982,,,,,Dec-17,Dec-20,37,0,149.7,Kg,34.84,5215.55,USD,0,149.7,
OPP,2925,03-04-2018,,Raj Petro Specialities Pvt Ltd,Raj Petro Specialities Pvt Ltd,India,1750001885,09-03-2018,Pharmaceutical Excipient,09-04-2018,N,N,27101990,Liquid paraffin,Liquid paraffin,200170007,,,,,,,,,190,Kg,1.06,201.4,USD,0,190,
OPP,2925,03-04-2018,,Raj Petro Specialities Pvt Ltd,Raj Petro Specialities Pvt Ltd,India,1750001885,09-03-2018,Pharmaceutical Excipient,09-04-2018,N,N,27101990,Liquid paraffin,Liquid paraffin,2000170010,,,,,,,,,4080,Kg,1.375,5610,USD,0,4080,
OPP,2926,03-04-2018,,Arihant Innochem Pvt Ltd,Arihant Innochem Pvt Ltd,India,2017-18/35,12-03-2018,Pharmaceutical Excipient,09-04-2018,N,N,39123919,Microcrystalline Celluolose,Microcrystalline Celluolose,K7A3,,,,,Oct-17,Apr-21,42,0,330,Kg,29.5,9735,USD,0,330,
OPP,2927,03-04-2018,,FMC Health & Nutrition,Signet Chemical Corporation Pvt Ltd,India,SE-1718-03-003,05-03-2018,Pharmaceutical Excipient,09-04-2018,N,N,39129090,Avicel PH-101,Microcrystalline Celluolose,61701C,,,,,Jan-17,Jan-21,48,0,1000,Kg,6.6,6600,USD,0,1000,
OPP,2928,03-04-2018,,FMC Health & Nutrition,Signet Chemical Corporation Pvt Ltd,India,SE-1718-03-007,06-03-2018,Pharmaceutical Excipient,09-04-2018,N,N,39123100,AC-DI-SOL SD-711,Croscarmellose Sodium,T1740C,,,,,Oct-17,Oct-20,37,0,50,KG,21.6,1080,USD,0,50,
OPP,2929,03-04-2018,,FMC Health & Nutrition,Signet Chemical Corporation Pvt Ltd,India,SE-1718-03-008,06-03-2018,Pharmaceutical Excipient,09-04-2018,N,N,39129090,Avicel PH-200,Microcrystalline Celluolose,M1732C,,,,,Aug-17,Aug-21,49,0,100,Kg,14.25,1425,USD,0,100,
OPP,2930,03-04-2018,,Roquette,Signet Chemical Corporation Pvt Ltd,India,SE-1718-03-009,07-03-2018,Pharmaceutical Excipient,09-04-2018,N,N,29054300,Pearlitol 25 C (USA),"Mannitol, Crystalline",UV089,,,,,Oct-17,Oct-20,37,0,200,Kg,8.3,1660,USD,0,200,
OPP,2931,03-04-2018,,Roquette,Signet Chemical Corporation Pvt Ltd,India,SE-1718-03-010,07-03-2018,Pharmaceutical Excipient,09-04-2018,N,N,29054300,Pearlitol 200 SD,"Mannitol, Spray Dried",EC77G,,,,,Sep-17,Sep-22,61,0,50,Kg,17.75,887.5,USD,0,50,
OPP,2943,04-04-2018,,Medichem Manufacturing Ltd,Tiefenbacher API,Hamburg,VR18-900972,22-03-2018,Active Pharmaceutical Ingredient,13-04-2018,Y,1566,29339980,Vildagliptin,Vildagliptin,F-180012,,,,,Jan-18,Jan-22,49,0,50.47,Kg,1376.29,69461.36,EUR,0,50.47,
OPP,2943,04-04-2018,,Medichem Manufacturing Ltd,Tiefenbacher API,Hamburg,VR18-900972,22-03-2018,Active Pharmaceutical Ingredient,13-04-2018,Y,1566,29339980,Vildagliptin,Vildagliptin,F-180019,,,,,Jan-18,Jan-22,49,0,46.11,Kg,1376.29,63460.73,EUR,0,46.11,
OPP,2943,04-04-2018,,Medichem Manufacturing Ltd,Tiefenbacher API,Hamburg,VR18-900972,22-03-2018,Active Pharmaceutical Ingredient,13-04-2018,Y,1566,29339980,Vildagliptin,Vildagliptin,F-180020,,,,,Jul-17,Jul-21,49,0,42.29,Kg,1376.29,58203.3,EUR,0,42.29,
OPP,2943,04-04-2018,,Medichem Manufacturing Ltd,Tiefenbacher API,Hamburg,VR18-900972,22-03-2018,Active Pharmaceutical Ingredient,13-04-2018,Y,1566,29339980,Vildagliptin,Vildagliptin,F-180021,,,,,Jan-18,Jan-22,49,0,28.3,Kg,1376.29,38949.01,EUR,0,28.3,
OPP,2944,04-04-2018,,Aarti Drugs Limited,Aarti Drugs Limited,India,EXP/2588/17-18,27-03-2018,Active Pharmaceutical Ingredient,04-04-2018,Y,3569,29225090,Diclofenac Potassium,Diclofenac Potassium,DFK/18030015,,,,,Mar-18,Feb-23,60,0,50,Kg,18,900,USD,0,50,
OPP,3022,08-04-2018,,Indoco Remedies Limited,Indoco Remedies Limited,India,API/EX/236/17-18,23-03-2018,Active Pharmaceutical Ingredient,09-04-2018,Y,993,29334900,Allopurinol BP,Allopurinol BP,"ALP-18020/01, ALP-18022/01",,,,,Mar-18,Jan-23,59,0,1842,Kg,43,79206,USD,0,1842,
OPP,3023,08-04-2018,,Colorcon Ltd,Colorcon Ltd,England,582738,29-03-2018,Pharmaceutical Excipient,16-05-2018,N,N,35051090,Maize Starch,Maize Starch,IN535781,,,,,Aug-17,Aug-21,49,0,1000,Kg,5.61,5610,EUR,0,1000,
OPP,3024,08-04-2018,,Hetero labs Limited  (Unit VII),Hetero Drugs Limited,India,SI3617225568,31-03-2018,Active Pharmaceutical Ingredient,08-04-2018,Y,5278,29333990,Omeprazole E.C Pellets,Omeprazole E.C Pellets,OMP0118007,,,,,Jan-18,Dec-20,36,0,750,Kg,13,9750,USD,0,750,
OPP,2976,05-04-2018,,Farmson Pharmaceutical Gujarat Pvt Ltd,Farmson Pharmaceutical Gujarat Pvt Ltd,India,P/EXP/207/2017-18,28-03-2018,Active Pharmaceutical Ingredient,12-04-2018,Y,1734,29222933,Paracetamol BP,Paracetamol BP,FP-180630,,,,,Mar-18,Feb-23,60,0,2000,Kg,4,8000,USD,0,2000,
OPP,2976,05-04-2018,,Farmson Pharmaceutical Gujarat Pvt Ltd,Farmson Pharmaceutical Gujarat Pvt Ltd,India,P/EXP/207/2017-18,28-03-2018,Active Pharmaceutical Ingredient,12-04-2018,Y,1734,29222933,Paracetamol BP,Paracetamol BP,FP-180633,,,,,Mar-18,Feb-23,60,0,4000,Kg,4,16000,USD,0,4000,
OPP,2976,05-04-2018,,Farmson Pharmaceutical Gujarat Pvt Ltd,Farmson Pharmaceutical Gujarat Pvt Ltd,India,P/EXP/207/2017-18,28-03-2018,Active Pharmaceutical Ingredient,12-04-2018,Y,1734,29222933,Paracetamol BP,Paracetamol BP,FP-180634,,,,,Mar-18,Feb-23,60,0,4000,Kg,4,16000,USD,0,4000,
OPP,2976,05-04-2018,,Farmson Pharmaceutical Gujarat Pvt Ltd,Farmson Pharmaceutical Gujarat Pvt Ltd,India,P/EXP/207/2017-18,28-03-2018,Active Pharmaceutical Ingredient,12-04-2018,Y,1734,29222933,Paracetamol BP,Paracetamol BP,FP-180637,,,,,Mar-18,Feb-23,60,0,4000,Kg,4,16000,USD,0,4000,
OPP,2976,05-04-2018,,Farmson Pharmaceutical Gujarat Pvt Ltd,Farmson Pharmaceutical Gujarat Pvt Ltd,India,P/EXP/207/2017-18,28-03-2018,Active Pharmaceutical Ingredient,12-04-2018,Y,1734,29222933,Paracetamol BP,Paracetamol BP,FP-180638,,,,,Mar-18,Feb-23,60,0,4000,Kg,4,16000,USD,0,4000,
OPP,2976,05-04-2018,,Farmson Pharmaceutical Gujarat Pvt Ltd,Farmson Pharmaceutical Gujarat Pvt Ltd,India,P/EXP/207/2017-18,28-03-2018,Active Pharmaceutical Ingredient,12-04-2018,Y,1734,29222933,Paracetamol BP,Paracetamol BP,FP-180639,,,,,Mar-18,Feb-23,60,0,4000,Kg,4,16000,USD,0,4000,
OPP,2977,05-04-2018,,Hetero labs Limited  (Unit VII),Hetero Drugs Limited,India,SI3617122831,30-03-2018,Active Pharmaceutical Ingredient,08-04-2018,Y,3477,29334990,Moxifloxacin Hydrochloride ,Moxifloxacin Hydrochloride ,MX18020030,,,,,Feb-18,Jan-23,60,0,30.93,Kg,475,14691.75,USD,0,30.93,
OPP,3134,10-04-2018,,Nectar Lifesciences LTD,Nectar Lifesciences LTD,India,2173950,30-03-2018,Active Pharmaceutical Ingredient,15-04-2018,Y,1706,29419090,Cefixime ,Cefixime,M1CFX11000917,,,,,Nov-17,Oct-20,36,0,10,Kg,320,3200,USD,0,10,
OPP,3134,10-04-2018,,Nectar Lifesciences LTD,Nectar Lifesciences LTD,India,2173950,30-03-2018,Active Pharmaceutical Ingredient,15-04-2018,Y,1706,29419090,Cefixime ,Cefixime,CFX11000218RS,,,,,Dec-17,Nov-20,36,0,25,Kg,320,8000,USD,0,25,
OPP,3209,12-04-2018,,Hetero labs Limited  (Unit VA),Hetero Labs Limited,India,SI9218290025,03-04-2018,Active Pharmaceutical Ingredient,13-04-2018,Y,D06964A,30049099,Pantoprazole sodium 20MG Tabs,Pantoprazole sodium 20MG Tabs,PAN18015C,,,,,Jan-18,Dec-19,24,0,19750,10's,0.48,9480,USD,0,19750,
OPP,3210,12-04-2018,,HELM AG,HELM AG,Hamburg,1033042,06-04-2018,Active Pharmaceutical Ingredient,23-04-2018,Y,N,29372300,"Desogestrel EP, Micronised Chemo","Desogestrel EP, Micronised Chemo",PR171972,,,,,Nov-17,Nov-22,61,0,3000,Kg,70,210000,EUR,0,3000,
OPP,3210,12-04-2018,,HELM AG,HELM AG,Hamburg,1033042,06-04-2018,Active Pharmaceutical Ingredient,23-04-2018,Y,N,29372300,"Desogestrel EP, Micronised Chemo","Desogestrel EP, Micronised Chemo", PR171973,,,,,Nov-17,Nov-22,61,0,,,,,,,,
OPP,3210,12-04-2018,,HELM AG,HELM AG,Hamburg,1033042,06-04-2018,Active Pharmaceutical Ingredient,23-04-2018,Y,N,29372300,"Desogestrel EP, Micronised Chemo","Desogestrel EP, Micronised Chemo",PR172033,,,,,Dec-17,Dec-22,61,0,,,,,,,,
OPP,3233,16-04-2018,,Sun Pharmaceutical Industries (Aus) Pty Ltd,Sun Pharmaceutical Industries (Aus) Pty Ltd,Australia,17285,05-04-2018,Pharmaceutical Excipient,28-04-2018,Y,929,29391100,Codeine Phosphate,Codeine Phosphate,CPO5334,,,,,Mar-18,Mar-23,61,0,300,Kg,305,91500,USD,0,300,
OPP,3233,16-04-2018,,Sun Pharmaceutical Industries (Aus) Pty Ltd,Sun Pharmaceutical Industries (Aus) Pty Ltd,Australia,17285,05-04-2018,Pharmaceutical Excipient,28-04-2018,Y,929,29391100,Codeine Phosphate,Codeine Phosphate,CPO5338,,,,,Mar-18,Mar-23,61,0,200,Kg,305,61000,USD,0,200,
OPP,3344,18-04-2018,,Covalent Laboratories Pvt Ltd,Covalent Laboratories Pvt Ltd,India,1201200019,13-04-2018,Active Pharmaceutical Ingredient,18-04-2018,Y,6657,29419090,Cefixime ,Cefixime,CFEN180105,,,,,Apr-18,Mar-21,36,0,200,Kg,165,33000,USD,0,200,
OPP,3345,18-04-2018,,Qingdao Samin Chemic Al Co Ltd,Jiali Bio Group,China,JL-QD-18048,02-04-2018,Pharmaceutical Excipient,15-04-2018,N,N,29242990,Aspartame,Aspartame,1803154,,,,,Mar-18,Mar-20,25,0,250,Kg,19,4750,USD,0,250,
OPP,3345,18-04-2018,,Qingdao Samin Chemic Al Co Ltd,Jiali Bio Group,China,JL-QD-18048,02-04-2018,Pharmaceutical Excipient,15-04-2018,N,N,29251100,Sodium Saccharine,Sodium Saccharine,1.30532E+11,,,,,Mar-18,Mar-21,25,0,100,Kg,16,1600,USD,0,100,
OPP,3457,22-04-2018,,DMV-Fonterra Excipients B.V,DFE Pharma,Germany,9003881600,14-04-2018,Pharmaceutical Excipient,14-04-2018,N,N,17021100,Lactopress,Lactose Monohydrate,102D4S3,,,,,Mar-18,Sep-19,19,0,25,Kg,19.8,495,USD,0,25,
OPP,3458,22-04-2018,,Godrej Industries Ltd,Godrej Industries Ltd,India,29180059,17-04-2018,Pharmaceutical Excipient,30-04-2018,N,N,29054500,Glycerine BP,Glycerine BP,04-18B004,,,,,Apr-18,Apr-22,49,0,1200,Kg,13.3,15960,USD,0,1200,
OPP,3459,22-04-2018,,Maize Products,Maize Products,India,MEX-018,09-04-2018,Pharmaceutical Excipient,30-04-2018,N,N,29054400,Liquid Sorbitol,Liquid Sorbitol,SBBPN1804004,,,,,Apr-18,Mar-23,60,0,1200,Kg,6.65,7980,USD,0,1200,
OPP,3584,24-04-2018,,Anqiu Lu'an Pharmaceuticals Co Ltd,Anqiu Lu'an Pharmaceuticals Co Ltd,China,LO/18/APR19,19-04-2018,Active Pharmaceutical Ingredient,30-04-2018,Y,2736,30039000,Paracetamol DC90-9,Paracetamol DC90-9,2017111501,,,,,Nov-17,Nov-20,37,0,800,Kg,10.77,8616,USD,0,800,
OPP,3584,24-04-2018,,Anqiu Lu'an Pharmaceuticals Co Ltd,Anqiu Lu'an Pharmaceuticals Co Ltd,China,LO/18/APR19,19-04-2018,Active Pharmaceutical Ingredient,30-04-2018,Y,2736,30039000,Paracetamol DC90-9,Paracetamol DC90-9,"1801212, 1801222",,,,,Mar-18,Mar-21,37,0,,,,,,,,
OPP,3585,24-04-2018,,Ind-swift Laboratories Ltd,Ind-swift Laboratories Ltd,India,9100016338,19-04-2018,Active Pharmaceutical Ingredient,25-04-2018,Y,6944,29415000,Clarithromycin,Clarithromycin,J108049049,,,,,Mar-18,Feb-23,60,0,250,Kg,250,62500,USD,0,250,
OPP,3586,24-04-2018,,Covalent Laboratories Pvt Ltd,Covalent Laboratories Pvt Ltd,India,1201200023,20-04-2018,Active Pharmaceutical Ingredient,28-04-2018,Y,6657,29419090,Cefixime ,Cefixime ,CFEC180162,,,,,Apr-18,Mar-21,36,0,300,Kg,161,48300,USD,0,300,
OPP,3587,24-04-2018,,Vasudha Pharma Chem Limited,Vasudha Pharma Chem Limited,India,0009/U1/E/18-19,20-04-2018,Active Pharmaceutical Ingredient,29-04-2018,Y,6264,29225090,Domperidone maleate PH.EUR,Domperidone maleate PH.EUR,VDM/1804007,,,,,Apr-18,Mar-23,60,0,5,Kg,240,1200,USD,0,5,
OPP,3589,24-04-2018,,Wanbury Ltd,Wanbury Ltd,India,EXP/92001658/17-18,13-03-2018,Active Pharmaceutical Ingredient,25-04-2018,Y,1993,29420090,Dipenhydramine HCL,Dipenhydramine HCL,DH00150318,,,,,Mar-18,Feb-23,60,0,125,Kg,24,3000,USD,0,125,
OPP,3588,24-04-2018,,Hikal Limited,Hikal Limited,India,7.17181E+11,24-03-2018,Active Pharmaceutical Ingredient,25-04-2018,Y,3529,29224990,Gabapentin,Gabapentin,G71460618/025,,,,,Mar-18,Feb-21,36,0,862,Kg,44,37928,USD,0,862,
OPP,3590,24-04-2018,,Wanbury Ltd,Wanbury Ltd,India,EXP/92001696/17-18,26-03-2018,Active Pharmaceutical Ingredient,25-04-2018,Y,1166,29252990,Metformin HCL,Metformin HCL,MT02450318,,,,,Mar-18,Feb-23,60,0,1500,Kg,4.75,7125,USD,0,1500,
OPP,3591,24-04-2018,,Amishi Drugs & Chem,Smit Export Ltd,India,SEPL-1351,27-03-2018,Pharmaceutical Excipient,25-04-2018,N,N,29420090,Sodium Starch Glycolate,Sodium Starch Glycolate,ASGP/12/151217,,,,,Dec-17,Dec-21,49,0,100,Kg,5.05,505,USD,0,100,
OPP,3591,24-04-2018,,Amishi Drugs & Chem,Smit Export Ltd,India,SEPL-1351,27-03-2018,Pharmaceutical Excipient,25-04-2018,N,N,39121190,Croscarmellose Sodium,Croscarmellose Sodium,ACRMC/03/090318,,,,,Mar-18,Mar-22,49,0,200,Kg,7,1400,USD,0,200,
OPP,3591,24-04-2018,,Canton Lab,Smit Export Ltd,India,SEPL-1351,27-03-2018,Pharmaceutical Excipient,25-04-2018,N,N,28352990,Sodium Dihydrogen Phospate,Sodium Dihydrogen Phospate,17P0243,,,,,Nov-17,Oct-22,60,0,50,Kg,4.65,232.5,USD,0,50,
OPP,3591,24-04-2018,,Alvin,Smit Export Ltd,India,SEPL-1351,27-03-2018,Pharmaceutical Excipient,25-04-2018,N,N,32041200,Colour caramel,Colour caramel,AL/9251,,,,,Feb-18,Feb-20,25,0,25,Kg,Free,0,0,0,25,
OPP,3592,24-04-2018,,M.B.Sugars & Pharmaceuticals Ltd,M.B.Sugars & Pharmaceuticals Ltd,India,E-001,04-04-2018,Pharmaceutical Excipient,25-04-2018,N,N,17011490,Sucrose BP,Sucrose BP,MB-18/1199/03,,,,,Mar-18,Feb-23,60,0,3500,Kg,1.664,5824,USD,0,3500,
OPP,3593,24-04-2018,,"Roquette, France",Signet Chemical Corporation Pvt Ltd,India,SE-1718-03-040,24-03-2018,Pharmaceutical Excipient,25-04-2018,N,N,29054900,Lycasin 75/75,Maltitol Solution,ARMAL01,,,,,Nov-17,Nov-22,61,0,3300,Kg,2.45,8085,USD,0,3300,
OPP,3594,24-04-2018,,Symega Food Ingredients Ltd,Symega Food Ingredients Ltd,India,EXP/001/2018-19,17-04-2018,Pharmaceutical Excipient,25-04-2018,N,N,33021010,Banana Durarome Flavour,Banana Durarome Flavour,181240,,,,,Apr-18,Apr-19,13,0,10,Kg,35,350,USD,0,10,
OPP,3595,24-04-2018,,Symega Flavours India (P) Ltd,Symega Flavours India (P) Ltd,India,EXP/034/2017-18,27-03-2018,Pharmaceutical Excipient,25-04-2018,N,N,33021010,Rasperry Flavour,Rasperry Flavour,181056,,,,,Mar-18,Mar-20,13,0,500,Kg,5.5,2750,USD,0,500,
OPP,3595,24-04-2018,,Symega Flavours India (P) Ltd,Symega Flavours India (P) Ltd,India,EXP/034/2017-18,27-03-2018,Pharmaceutical Excipient,25-04-2018,N,N,33021010,Vannilla Flavour,Vannilla Flavour,181057,,,,,Mar-18,Mar-20,13,0,200,Kg,4.5,900,USD,0,200,
OPP,3596,24-04-2018,,Riocare india Pvt Ltd,Riocare india Pvt Ltd,India,EXP-121/2017-18,26-03-2018,Active Pharmaceutical Ingredient,25-04-2018,N,N,30039090,Simeticone BP,Simeticone BP,RFLX17/257,,,,,Feb-18,Feb-22,49,0,200,Kg,12,2400,USD,0,200,
OPP,3611,25-04-2018,,"Roquette, France",Signet Chemical Corporation Pvt Ltd,India,SE-1718-03-047,30-03-2018,Pharmaceutical Excipient,25-04-2018,N,N,35051090,Lycatab C,Partially Pregelatinized Strach,E5935,,,,,Jun-17,Jun-22,60,0,25,Kg,4.3,107.5,USD,0,25,
OPP,3612,25-04-2018,,Hetero Drugs limited (Unit-I),Hetero Drugs Limited,India,SI3618120114,19-04-2018,Active Pharmaceutical Ingredient,29-04-2018,Y,3393,29349900,Montelucast Sodium,Montelucast Sodium,MT17080086,,,,,Aug-17,Jul-19,24,0,7,Kg,1600,11200,USD,0,7,
OPP,3742,29-04-2018,,Sicor Societa Italiana Corticosteroidi s.r.l,HELM AG,Humburd,1033394,23-04-2018,Active Pharmaceutical Ingredient,30-04-2018,Y,N,29372900,Drospirenone,Drospirenone,"9037MO01416R, 9037MO01516R",,,,,Nov-16,Nov-21,61,0,3000,Kg,11,33000,EUR,0,3000,
OPP,3775,30-04-2018,,Hebei Huachen Pharmaceutical Co Ltd,Jiali Bio Group,China,JL-QD-18024-1,27-03-2018,Pharmaceutical Excipient,29-04-2018,N,N,28362090,Sodium Bicarbonate,Sodium Bicarbonate,180307,,,,,Mar-18,Mar-20,25,0,25000,Kg,5.9,147500,USD,0,25000,
OPP,3776,30-04-2018,,Jiali Bio Group (Qingdao) Ltd,Jiali Bio Group,China,JL-QD-18023-1,26-03-2018,Pharmaceutical Excipient,29-04-2018,N,N,29181400,Citric Acid,Citric Acid,11803266B,,,,,Mar-18,Mar-21,37,0,25000,Kg,9.3,232500,USD,0,25000,
OPP,3777,30-04-2018,,Flamma Group,Flamma Group,Italy,1300000089,05-04-2018,Active Pharmaceutical Ingredient,04-05-2018,Y,1992,29379000,Melatonin F,Melatonin F,170013,,,,,Nov-17,Oct-21,48,0,1,Kg,2000,2000,EUR,0,1,
